5,7
(890,-112,296.929794,-2)
(886,-110,296.929794,-2)
(882,-108,296.929794,-2)
(878,-106,296.929794,-2)
(874,-104,296.929794,-2)
(870,-102,296.929794,-2)
(866,-100,296.929794,-2)
(862,-98,296.929794,-2)
(858,-96,296.929794,-2)
(854,-94,296.929794,-2)
(850,-92,296.929794,-2)
(846,-90,296.929794,-2)
(842,-88,296.929794,-2)
(838,-86,296.929794,-2)
(834,-84,296.929794,-2)
(830,-82,296.929794,-2)
(826,-80,296.929794,-2)
(822,-78,296.929794,-2)
(818,-76,296.929794,-2)
(814,-74,296.929794,-2)
(810,-72,296.929794,-2)
(806,-70,296.929794,-2)
(802,-68,296.929794,-2)
(798,-66,296.929794,-2)
(794,-64,296.929794,-2)
(790,-62,296.929794,-2)
(786,-60,296.929794,-2)
(782,-58,296.929794,-2)
(778,-56,296.929794,-2)
(774,-54,296.929794,-2)
(770,-52,296.929794,-2)
(766,-50,296.929794,-2)
(762,-48,296.929794,-2)
(758,-46,296.929794,-2)
(754,-44,296.929794,-2)
(750,-42,296.929794,-2)
(746,-40,296.929794,-2)
(742,-38,296.929794,-2)
(738,-36,296.929794,-2)
(734,-34,296.929794,-2)
(730,-32,296.929794,-2)
(726,-30,296.929794,-2)
(722,-28,296.929794,-2)
(719,-26,296.911667,-2)
(715,-25,296.896591,-2)
(712,-23,296.883804,-2)
(708,-21,296.872772,-2)
(705,-19,296.863129,-2)
(701,-17,296.854614,-2)
(697,-16,296.847031,-2)
(694,-14,296.840195,-2)
(690,-12,296.834015,-2)
(687,-10,296.828384,-2)
(683,-8,296.823227,-2)
(680,-6,296.818466,-2)
(676,-5,296.814087,-2)
(672,-3,296.810013,-2)
(669,-1,296.806213,-2)
(665,0,296.802673,-2)
(662,2,296.799362,-2)
(658,3,296.796249,-2)
(655,5,296.793304,-2)
(651,7,296.790543,-2)
(647,9,296.787918,-2)
(644,11,296.785431,-2)
(640,12,296.783081,-2)
(637,14,296.780838,-2)
(633,16,296.778702,-2)
(629,18,296.776672,-2)
(626,20,296.774734,-2)
(622,21,296.772873,-2)
(619,23,296.771088,-2)
(615,25,296.769379,-2)
(612,27,296.767746,-2)
(608,29,296.766174,-2)
(604,30,296.764664,-2)
(601,32,296.763199,-2)
(597,34,296.761795,-2)
(594,36,296.760452,-2)
(590,38,296.759140,-2)
(587,39,296.757874,-2)
(583,41,296.756668,-2)
(579,43,296.755478,-2)
(576,45,296.754349,-2)
(572,47,296.753235,-2)
(569,48,296.752167,-2)
(565,50,296.751129,-2)
(562,52,296.750122,-2)
(558,54,296.749146,-2)
(554,56,296.748199,-2)
(551,57,296.747284,-2)
(547,59,296.746384,-2)
(544,61,296.745514,-2)
(540,63,296.744675,-2)
(537,65,296.743851,-2)
(533,66,296.743042,-2)
(529,68,296.742264,-2)
(526,70,296.741501,-2)
(522,72,296.740753,-2)
(519,74,296.740036,-2)
(515,76,296.739334,-2)
(511,77,296.738647,-2)
(508,79,296.737961,-2)
(504,81,296.737305,-2)
(501,83,296.736664,-2)
(497,85,296.736038,-2)
(494,86,296.735428,-2)
(490,88,296.734833,-2)
(486,90,296.734253,-2)
(483,92,296.733673,-2)
(479,94,296.733124,-2)
(476,95,296.732574,-2)
(472,97,296.732040,-2)
(469,99,296.731522,-2)
(465,101,296.731003,-2)
(461,103,296.730499,-2)
(458,104,296.730011,-2)
(454,106,296.729538,-2)
(451,108,296.729065,-2)
(447,110,296.728607,-2)
(444,112,296.728149,-2)
(440,113,296.727707,-2)
(436,115,296.727264,-2)
(433,117,296.726837,-2)
(429,119,296.726425,-2)
(426,121,296.726013,-2)
(422,122,296.725616,-2)
(418,124,296.725220,-2)
(415,126,296.724838,-2)
(411,128,296.724457,-2)
(408,130,296.724091,-2)
(404,131,296.723724,-2)
(401,133,296.723373,-2)
(397,135,296.723022,-2)
(393,137,296.722672,-2)
(390,139,296.722336,-2)
(386,140,296.722015,-2)
(383,142,296.721680,-2)
(379,144,296.721359,-2)
(376,146,296.721054,-2)
(372,148,296.720749,-2)
(368,149,296.720444,-2)
(365,151,296.720154,-2)
(361,153,296.719864,-2)
(358,155,296.719589,-2)
(354,157,296.719299,-2)
(351,158,296.719025,-2)
(347,160,296.718765,-2)
(343,162,296.718506,-2)
(340,164,296.718246,-2)
(336,166,296.717987,-2)
(333,167,296.717743,-2)
(329,169,296.717499,-2)
(325,171,296.717270,-2)
(322,173,296.717026,-2)
(318,175,296.716812,-2)
(315,176,296.716583,-2)
(311,178,296.716354,-2)
(308,180,296.716141,-2)
(304,182,296.715942,-2)
(300,184,296.715729,-2)
(297,185,296.715530,-2)
(293,187,296.715332,-2)
(290,189,296.715134,-2)
(286,191,296.714951,-2)
(283,193,296.714767,-2)
(279,194,296.714584,-2)
(275,196,296.714417,-2)
(272,198,296.714233,-2)
(268,200,296.714066,-2)
(265,202,296.713913,-2)
(261,203,296.713745,-2)
(258,205,296.713593,-2)
(254,207,296.713440,-2)
(250,209,296.713303,-2)
(247,211,296.713150,-2)
(243,212,296.713013,-2)
(240,214,296.712891,-2)
(236,216,296.712753,-2)
(232,218,296.712631,-2)
(229,220,296.712509,-2)
(225,221,296.712387,-2)
(222,223,296.712280,-2)
(218,225,296.712158,-2)
(215,227,296.712051,-2)
(211,229,296.711960,-2)
(207,230,296.711853,-2)
(204,232,296.711761,-2)
(200,234,296.711685,-2)
(197,236,296.711594,-2)
(193,238,296.711517,-2)
(190,239,296.711441,-2)
(186,241,296.711365,-2)
(182,243,296.711304,-2)
(179,245,296.711243,-2)
(175,247,296.711182,-2)
(172,248,296.711136,-2)
(168,250,296.711090,-2)
(164,252,296.711044,-2)
(161,254,296.711014,-2)
(157,256,296.710983,-2)
(154,257,296.710953,-2)
(150,259,296.710938,-2)
(147,261,296.710922,-2)
(143,263,296.710907,-2)
(139,265,296.710907,-2)
(136,266,296.710907,-2)
(132,268,296.710907,-2)
(129,270,296.710922,-2)
(125,272,296.710953,-2)
(122,274,296.710968,-2)
(118,275,296.711014,-2)
(114,277,296.711044,-2)
(111,279,296.711105,-2)
(107,281,296.711151,-2)
(104,283,296.711212,-2)
(100,284,296.711288,-2)
(97,286,296.711365,-2)
(93,288,296.711456,-2)
(89,290,296.711548,-2)
(86,292,296.711670,-2)
(82,293,296.711777,-2)
(79,295,296.711914,-2)
(75,297,296.712051,-2)
(71,299,296.712204,-2)
(68,301,296.712357,-2)
(64,302,296.712540,-2)
(61,304,296.712723,-2)
(57,306,296.712921,-2)
(54,308,296.713135,-2)
(50,310,296.713379,-2)
(46,311,296.713623,-2)
(43,313,296.713882,-2)
(39,315,296.714172,-2)
(36,317,296.714493,-2)
(32,319,296.714813,-2)
(29,320,296.715164,-2)
(25,322,296.715530,-2)
(21,324,296.715942,-2)
(18,326,296.716370,-2)
(14,328,296.716827,-2)
(11,329,296.717316,-2)
(7,331,296.717850,-2)
(4,333,296.718414,-2)
(0,335,296.719040,-2)
(-3,337,296.719696,-2)
(-6,338,296.720413,-2)
(-10,340,296.721207,-2)
(-13,342,296.722046,-2)
(-17,344,296.722961,-2)
(-21,346,296.723969,-2)
(-24,347,296.725067,-2)
(-28,349,296.726273,-2)
(-31,351,296.727600,-2)
(-35,353,296.729080,-2)
(-38,355,296.730743,-2)
(-42,356,296.732590,-2)
(-46,358,296.734695,-2)
(-49,360,296.737091,-2)
(-53,362,296.739853,-2)
(-56,364,296.743088,-2)
(-60,365,296.746933,-2)
(-63,367,296.751556,-2)
(-67,369,296.751556,-2)
(-68,369,296.751556,-2)
(-71,371,296.751556,-2)
(-75,373,296.751556,-2)
(-79,375,296.751556,-2)
(-83,377,296.751556,-2)
(-87,379,296.751556,-2)
(-91,381,296.751556,-2)
(-95,383,296.751556,-2)
(-99,385,296.751556,-2)
(-103,387,296.751556,-2)
(-107,389,296.751556,-2)
(-111,391,296.751556,-2)
(-115,393,296.751556,-2)
(-119,395,296.751556,-2)
(-123,397,296.751556,-2)
(-127,399,296.751556,-2)
(-131,401,296.751556,-2)
(-135,403,296.751556,-2)
(-139,405,296.751556,-2)
(-143,407,296.751556,-2)
