8,9,10,11
(1125,-153,360.000000,-2)
(1125,-143,360.000000,-2)
(1125,-133,360.000000,-2)
(1125,-123,360.000000,-2)
(1125,-113,360.000000,-2)
(1125,-103,360.000000,-2)
(1125,-93,360.000000,-2)
(1125,-83,360.000000,-2)
(1125,-73,360.000000,-2)
(1125,-63,360.000000,-2)
(1125,-53,360.000000,-2)
(1125,-43,360.000000,-2)
(1125,-32,360.000000,-2)
(1125,-22,360.000000,-2)
(1125,-12,360.000000,-2)
(1125,-2,360.000000,-2)
(1124,8,355.154053,-2)
(1123,18,351.751251,-2)
(1121,28,351.751251,-2)
(1120,33,341.734207,-2)
(1116,42,337.360321,-2)
(1112,52,334.107239,-2)
(1107,61,331.364197,-2)
(1102,69,328.801849,-2)
(1097,78,326.167252,-2)
(1091,86,323.167770,-2)
(1084,94,319.305191,-2)
(1081,98,318.366455,-2)
(1074,105,313.050598,-2)
(1066,112,309.529816,-2)
(1058,119,306.977890,-2)
(1049,125,305.006439,-2)
(1041,131,303.406464,-2)
(1032,136,302.051880,-2)
(1023,142,300.856018,-2)
(1014,147,300.856018,-2)
(1010,150,298.482529,-2)
(1000,154,296.421814,-2)
(991,159,294.694214,-2)
(982,163,293.106003,-2)
(972,167,291.529434,-2)
(963,170,289.849518,-2)
(953,174,287.925278,-2)
(943,177,285.532104,-2)
(938,178,284.036240,-2)
(928,180,282.950134,-2)
(918,183,281.814194,-2)
(908,185,280.544846,-2)
(897,186,279.055969,-2)
(887,188,277.227264,-2)
(877,189,274.860565,-2)
(867,190,271.583588,-2)
(856,189,266.584213,-2)
(851,189,266.584213,-2)
(841,187,253.110611,-2)
(831,183,247.119797,-2)
(822,179,243.413071,-2)
(812,174,241.224930,-2)
(803,169,240.215027,-2)
(794,164,240.329346,-2)
(785,159,241.823532,-2)
(776,154,241.823532,-2)
(771,152,244.782867,-2)
(762,147,242.023865,-2)
(753,142,241.289444,-2)
(743,137,241.803818,-2)
(734,132,243.523987,-2)
(724,128,246.941971,-2)
(715,124,253.655762,-2)
(704,122,269.245178,-2)
(699,123,288.434952,-2)
(684,134,316.272095,-2)
(672,148,325.427551,-2)
(663,164,332.941193,-2)
(656,182,345.782593,-2)
(655,191,350.537689,-2)
(664,206,43.231384,-2)
(678,219,52.925816,-2)
(693,229,58.095762,-2)
(709,238,62.152983,-2)
(717,242,62.354023,-2)
(734,249,70.743469,-2)
(751,254,74.788100,-2)
(769,259,76.657062,-2)
(786,263,76.775399,-2)
(795,265,73.739796,-2)
(799,266,74.461882,-2)
(803,267,75.001760,-2)
(807,268,75.403213,-2)
(811,269,75.694590,-2)
(815,270,75.894924,-2)
(819,271,76.016953,-2)
(822,272,76.069327,-2)
(826,273,76.057398,-2)
(830,274,75.984104,-2)
(834,275,75.850222,-2)
(838,276,75.654577,-2)
(842,277,75.394011,-2)
(846,278,75.063090,-2)
(850,279,74.653928,-2)
(854,280,74.155163,-2)
(858,281,73.551123,-2)
(862,283,72.819962,-2)
(866,284,71.930866,-2)
(869,285,70.839582,-2)
(873,287,69.480196,-2)
(877,288,69.480196,-2)
(879,289,65.880638,-2)
(882,290,66.269335,-2)
(886,292,66.409126,-2)
(890,294,66.366579,-2)
(893,295,66.177214,-2)
(897,297,65.859262,-2)
(901,299,65.420288,-2)
(904,300,64.860029,-2)
(908,302,64.171446,-2)
(912,304,63.340860,-2)
(915,306,62.346960,-2)
(919,307,61.158567,-2)
(922,309,59.731150,-2)
(926,311,58.000923,-2)
(929,314,55.874645,-2)
(932,316,53.212963,-2)
(935,318,49.801651,-2)
(938,321,45.301006,-2)
(941,324,39.165401,-2)
(943,327,30.551960,-2)
(945,331,30.551960,-2)
(946,333,12.788017,-2)
(946,337,12.788017,-2)
(946,341,12.788017,-2)
(946,345,12.788017,-2)
(946,349,12.788017,-2)
(945,353,350.202209,-2)
(944,357,348.054535,-2)
(943,361,346.142761,-2)
(942,365,344.387772,-2)
(941,369,342.731262,-2)
(940,373,341.126556,-2)
(939,376,339.532486,-2)
(937,380,337.909180,-2)
(936,384,336.213531,-2)
(934,388,334.394440,-2)
(932,391,332.385849,-2)
(930,395,330.094864,-2)
(928,398,327.381775,-2)
(926,402,324.018951,-2)
(923,405,319.605133,-2)
(921,408,313.361374,-2)
(919,409,311.185928,-2)
(916,411,303.811234,-2)
(912,414,298.102829,-2)
(909,415,293.629852,-2)
(905,417,290.057251,-2)
(901,418,287.146301,-2)
(897,419,284.729767,-2)
(893,420,282.689896,-2)
(889,421,280.942581,-2)
(885,422,279.426697,-2)
(881,422,279.426697,-2)
(877,423,276.918610,-2)
(873,423,276.918610,-2)
(869,424,274.918640,-2)
(865,424,274.918640,-2)
(861,424,274.918640,-2)
(856,425,272.563354,-2)
(852,425,272.563354,-2)
(848,425,272.563354,-2)
(844,425,272.563354,-2)
(840,425,272.563354,-2)
(838,425,272.563354,-2)
(834,425,272.563354,-2)
(830,425,272.563354,-2)
(826,425,272.563354,-2)
(822,425,272.563354,-2)
(818,424,266.335648,-2)
(814,424,266.335648,-2)
(810,424,266.335648,-2)
(806,423,264.459732,-2)
(802,423,264.459732,-2)
(798,422,263.133560,-2)
(794,422,263.133560,-2)
(790,421,261.666565,-2)
(786,421,261.666565,-2)
(782,420,259.975586,-2)
(778,419,259.011444,-2)
(774,419,259.011444,-2)
(770,418,256.743805,-2)
(766,417,255.380051,-2)
(762,416,253.804779,-2)
(758,414,251.952454,-2)
(754,413,249.728027,-2)
(750,412,246.988754,-2)
(747,410,243.511108,-2)
(745,409,240.255112,-2)
(738,404,229.894638,-2)
(732,398,223.282242,-2)
(727,392,218.964066,-2)
(722,386,216.112007,-2)
(717,379,214.284027,-2)
(712,372,213.257263,-2)
(708,365,212.950630,-2)
(703,358,213.406288,-2)
(699,351,214.829002,-2)
(694,344,217.737495,-2)
(691,341,220.100906,-2)
(686,335,217.871246,-2)
(681,328,216.872658,-2)
(676,321,216.686928,-2)
(671,315,217.157143,-2)
(666,308,218.263153,-2)
(661,302,220.092819,-2)
(655,296,222.864563,-2)
(649,290,227.008240,-2)
(643,284,233.348587,-2)
(636,280,233.348587,-2)
(632,278,248.420761,-2)
(624,276,255.374908,-2)
(616,274,259.932480,-2)
(608,273,263.122589,-2)
