0,1,2,3,4,5,6,7,8,9,10,11
(537,-217,0,000000,-2)
(537,-207,0,000000,-2)
(537,-197,0,000000,-2)
(537,-187,0,000000,-2)
(537,-177,0,000000,-2)
(537,-167,0,000000,-2)
(537,-157,0,000000,-2)
(537,-147,0,000000,-2)
(537,-137,0,000000,-2)
(537,-127,0,000000,-2)
(537,-117,0,000000,-2)
(537,-107,0,000000,-2)
(537,-97,0,000000,-2)
(537,-87,0,000000,-2)
(537,-77,0,000000,-2)
(537,-67,0,000000,-2)
(537,-57,0,000000,-2)
(537,-47,0,000000,-2)
(537,-37,0,000000,-2)
(537,-27,0,000000,-2)
(537,-17,0,000000,-2)
(537,-7,0,000000,-2)
(537,2,0,000000,-2)
(537,12,0,000000,-2)
(537,22,0,000000,-2)
(537,32,0,000000,-2)
(537,42,0,000000,-2)
(537,52,0,000000,-2)
(537,62,0,000000,-2)
(537,72,0,000000,-2)
(537,82,0,000000,-2)
(537,92,0,000000,-2)
(537,102,0,000000,-2)
(537,112,0,000000,-2)
(537,122,0,000000,-2)
(537,132,0,000000,-2)
(537,142,0,000000,-2)
(537,152,0,000000,-2)
(537,162,0,000000,-2)
(537,172,0,000000,-2)
(537,182,0,000000,-2)
(537,192,0,000000,-2)
(537,202,0,000000,-2)
(537,212,0,000000,-2)
(537,222,0,000000,-2)
(537,232,0,000000,-2)
(537,242,0,000000,-2)
(537,252,0,000000,-2)
(537,262,0,000000,-2)
(537,272,0,000000,-2)
(537,282,0,000000,-2)
(537,292,0,000000,-2)
(537,302,0,000000,-2)
(537,312,0,000000,-2)
(537,322,0,000000,-2)
(537,333,0,000000,-2)
(537,343,0,000000,-2)
(537,353,0,000000,-2)
(537,363,0,000000,-2)
(537,373,0,000000,-2)
(537,383,0,000000,-2)
(537,393,0,000000,-2)
(537,403,0,000000,-2)
(537,413,0,000000,-2)
(537,423,0,000000,-2)
(537,433,0,000000,-2)
(537,443,0,000000,-2)
(537,453,0,000000,-2)
(537,463,0,000000,-2)
(537,473,0,000000,-2)
(537,483,0,000000,-2)
(537,493,0,000000,-2)
(537,503,0,000000,-2)
(537,513,0,000000,-2)
(537,523,0,000000,-2)
(537,533,0,000000,-2)
(537,543,0,000000,-2)
(537,553,0,000000,-2)
(537,563,0,000000,-2)
(537,573,0,000000,-2)
(537,583,0,000000,-2)
(537,593,0,000000,-2)
(537,603,0,000000,-2)
(537,613,0,000000,-2)
(537,623,0,000000,-2)
(537,633,0,000000,-2)
(537,643,0,000000,-2)
(537,653,0,000000,-2)
(537,663,0,000000,-2)
(537,673,0,000000,-2)
(537,683,0,000000,-2)
(537,693,0,000000,-2)
(537,703,0,000000,-2)
(537,713,0,000000,-2)
(537,723,0,000000,-2)
(537,733,0,000000,-2)
(537,733,0,000000,-2)
(537,743,0,000000,-2)
(537,753,0,000000,-2)
(537,763,0,000000,-2)
(537,773,0,000000,-2)
(537,783,0,000000,-2)
(537,793,0,000000,-2)
(537,803,0,000000,-2)
(537,813,0,000000,-2)
(537,823,0,000000,-2)
(537,833,0,000000,-2)
(537,843,0,000000,-2)
(537,853,0,000000,-2)
(537,863,0,000000,-2)
(537,873,0,000000,-2)
(537,883,0,000000,-2)
(537,893,0,000000,-2)
(537,903,0,000000,-2)
